"HOW TO REPLACE AN IMAGE: make your new photo, crop it to the aspect ratio shown, export it at EXACTLY the width × height shown, save it with the SAME file name (WebP for .webp rows, JPG for .jpg rows) and overwrite the old file. Most photos have two rows (a small and a large size) — replace both with the same picture. No HTML changes needed."

"No.","File (inside the website folder)","Width (px)","Height (px)","Aspect ratio","What it is","Shown on page","Description / alt text (already in the HTML)","Current image","Temporary stock credit","Brief for the replacement photo","Slot (for the tools)"
"143","assets/images/products/presentation-folder-printing-dubai/presentation-folder-printing-dubai-hero-1200.webp","1200","900","4:3","Product page – main photo (gallery 1)","/presentation-folder-printing-dubai/","Navy A4 presentation folder with an open pocket holding printed documents","Temporary stock","Invest Europe (Unsplash 2egqPvNR52E)","Realistic commercial product photograph of a navy A4 presentation folder with a white logo, lying half open to show an inside pocket holding printed documents and a business card, on a light grey desk, soft studio light, three-quarter angle, fictional brand name, no real logos, no Flash Print Solution branding.","p:presentation-folder-printing-dubai:hero"
"144","assets/images/og/presentation-folder-printing-dubai-hero.jpg","1200","630","1.91:1","Social share preview (Facebook, WhatsApp, LinkedIn…) – JPG","/presentation-folder-printing-dubai/","Navy A4 presentation folder with an open pocket holding printed documents","Temporary stock","Invest Europe (Unsplash 2egqPvNR52E)","Same photo as above, cropped to 1200 × 630","p:presentation-folder-printing-dubai:hero"
"145","assets/images/products/presentation-folder-printing-dubai/presentation-folder-printing-dubai-detail-640.webp","640","480","4:3","Product page – material / finish close-up (gallery 2)","/presentation-folder-printing-dubai/","Close-up of a folder pocket with a die-cut business card slit","Temporary stock","Mel Poole (Unsplash qLVEuc_ECY8)","Macro commercial photograph of a laminated presentation folder pocket with a die-cut slit holding a business card at an angle, clean crease lines and smooth soft-touch surface, gentle side lighting, shallow depth of field, fictional brand name, no real logos, no Flash Print Solution branding.","p:presentation-folder-printing-dubai:detail"
"146","assets/images/products/presentation-folder-printing-dubai/presentation-folder-printing-dubai-detail-1200.webp","1200","900","4:3","Product page – material / finish close-up (gallery 2)","/presentation-folder-printing-dubai/","Close-up of a folder pocket with a die-cut business card slit","Temporary stock","Mel Poole (Unsplash qLVEuc_ECY8)","Macro commercial photograph of a laminated presentation folder pocket with a die-cut slit holding a business card at an angle, clean crease lines and smooth soft-touch surface, gentle side lighting, shallow depth of field, fictional brand name, no real logos, no Flash Print Solution branding.","p:presentation-folder-printing-dubai:detail"
"147","assets/images/products/presentation-folder-printing-dubai/presentation-folder-printing-dubai-application-640.webp","640","480","4:3","Product page – product in use (gallery 3 + “Where it’s used”)","/presentation-folder-printing-dubai/","Consultant handing a branded proposal folder to a client across a boardroom table","Temporary stock","Gabrielle Henderson (Unsplash HJckKnwCXxQ)","Realistic photograph of a consultant handing a branded A4 proposal folder to a client across a boardroom table in a Dubai office tower, city skyline softly blurred through glass, natural light, medium shot, fictional brand name, no real logos, no Flash Print Solution branding.","p:presentation-folder-printing-dubai:application"
"148","assets/images/products/presentation-folder-printing-dubai/presentation-folder-printing-dubai-application-1200.webp","1200","900","4:3","Product page – product in use (gallery 3 + “Where it’s used”)","/presentation-folder-printing-dubai/","Consultant handing a branded proposal folder to a client across a boardroom table","Temporary stock","Gabrielle Henderson (Unsplash HJckKnwCXxQ)","Realistic photograph of a consultant handing a branded A4 proposal folder to a client across a boardroom table in a Dubai office tower, city skyline softly blurred through glass, natural light, medium shot, fictional brand name, no real logos, no Flash Print Solution branding.","p:presentation-folder-printing-dubai:application"
"149","assets/images/products/presentation-folder-printing-dubai/presentation-folder-printing-dubai-production-640.webp","640","480","4:3","Product page – production / finishing (gallery 4)","/presentation-folder-printing-dubai/","Trimming and cutting printed stacks on a guillotine in a print finishing area","Temporary stock (shared production photo)","Panda Paper Roll (Unsplash 5IG5XdpYih4)","Photorealistic commercial photograph of files & folders production: Trimming and cutting printed stacks on a guillotine in a print finishing area. Clean, well-lit Dubai print workshop, 4:3 landscape. Fictional brand names only, no real logos, no Flash Print Solution branding.","p:presentation-folder-printing-dubai:production"
"150","assets/images/products/presentation-folder-printing-dubai/presentation-folder-printing-dubai-production-1200.webp","1200","900","4:3","Product page – production / finishing (gallery 4)","/presentation-folder-printing-dubai/","Trimming and cutting printed stacks on a guillotine in a print finishing area","Temporary stock (shared production photo)","Panda Paper Roll (Unsplash 5IG5XdpYih4)","Photorealistic commercial photograph of files & folders production: Trimming and cutting printed stacks on a guillotine in a print finishing area. Clean, well-lit Dubai print workshop, 4:3 landscape. Fictional brand names only, no real logos, no Flash Print Solution branding.","p:presentation-folder-printing-dubai:production"
"151","assets/images/products/invoice-book-printing-dubai/invoice-book-printing-dubai-hero-640.webp","640","480","4:3","Product page – main photo (gallery 1)","/invoice-book-printing-dubai/","Stack of numbered carbonless invoice books with blue card covers on a counter","Temporary stock","NORTHFOLK (Unsplash Ok76F6yW2iA)","Realistic commercial product photograph of a stack of A5 carbonless invoice books with blue printed card covers, the top book open showing a tax invoice layout and red numbering, on a shop counter, soft daylight, three-quarter angle, fictional brand name, no real logos, no Flash Print Solution branding.","p:invoice-book-printing-dubai:hero"
"152","assets/images/products/invoice-book-printing-dubai/invoice-book-printing-dubai-hero-1200.webp","1200","900","4:3","Product page – main photo (gallery 1)","/invoice-book-printing-dubai/","Stack of numbered carbonless invoice books with blue card covers on a counter","Temporary stock","NORTHFOLK (Unsplash Ok76F6yW2iA)","Realistic commercial product photograph of a stack of A5 carbonless invoice books with blue printed card covers, the top book open showing a tax invoice layout and red numbering, on a shop counter, soft daylight, three-quarter angle, fictional brand name, no real logos, no Flash Print Solution branding.","p:invoice-book-printing-dubai:hero"
"153","assets/images/og/invoice-book-printing-dubai-hero.jpg","1200","630","1.91:1","Social share preview (Facebook, WhatsApp, LinkedIn…) – JPG","/invoice-book-printing-dubai/","Stack of numbered carbonless invoice books with blue card covers on a counter","Temporary stock","NORTHFOLK (Unsplash Ok76F6yW2iA)","Same photo as above, cropped to 1200 × 630","p:invoice-book-printing-dubai:hero"
"154","assets/images/products/invoice-book-printing-dubai/invoice-book-printing-dubai-detail-640.webp","640","480","4:3","Product page – material / finish close-up (gallery 2)","/invoice-book-printing-dubai/","Close-up of white, yellow and pink carbonless copies with red numbering","Temporary stock","Abhinav Arya (Unsplash NRieeIvcC4k)","Macro commercial photograph of the edge of a triplicate invoice set with white, yellow and pink carbonless sheets slightly fanned, showing matching red sequential numbers and perforation line, neutral backdrop, crisp side light, fictional brand name, no real logos, no Flash Print Solution branding.","p:invoice-book-printing-dubai:detail"
"155","assets/images/products/invoice-book-printing-dubai/invoice-book-printing-dubai-detail-1200.webp","1200","900","4:3","Product page – material / finish close-up (gallery 2)","/invoice-book-printing-dubai/","Close-up of white, yellow and pink carbonless copies with red numbering","Temporary stock","Abhinav Arya (Unsplash NRieeIvcC4k)","Macro commercial photograph of the edge of a triplicate invoice set with white, yellow and pink carbonless sheets slightly fanned, showing matching red sequential numbers and perforation line, neutral backdrop, crisp side light, fictional brand name, no real logos, no Flash Print Solution branding.","p:invoice-book-printing-dubai:detail"
"156","assets/images/products/invoice-book-printing-dubai/invoice-book-printing-dubai-application-640.webp","640","480","4:3","Product page – product in use (gallery 3 + “Where it’s used”)","/invoice-book-printing-dubai/","Mechanic writing a handwritten invoice in a receipt book at a workshop counter","Temporary stock","2H Media (Unsplash VnK5iT01HYQ)","Realistic photograph of a mechanic writing a handwritten invoice in a carbonless invoice book at a car workshop counter in Dubai, tools and a vehicle softly blurred behind, warm natural light, close-up on hands and pen, fictional brand name, no real logos, no Flash Print Solution branding.","p:invoice-book-printing-dubai:application"
